order,season,episode,character_killed,killer,method,method_cat,reason,location,allegiance,importance
1318,7,2,Greyjoy (Yara-aligned) soldier,Euron Greyjoy,Axe,Axe,"Killed during Euron’s attack on Yara’s fleet, which was partially Euron’s attempt to bring a gift back to Cersei and win her heart.  ",Narrow Sea,House Greyjoy (Yara-aligned),1
1319,7,2,Greyjoy (Euron-aligned) soldier,Tyene Sand,Knife,Blade,"Killed during Euron’s attack on Yara’s fleet, which was partially Euron’s attempt to bring a gift back to Cersei and win her heart.  ",Narrow Sea,House Greyjoy (Euron-aligned),1
1320,7,2,Greyjoy (Euron-aligned) soldier,Tyene Sand,Knife,Blade,"Killed during Euron’s attack on Yara’s fleet, which was partially Euron’s attempt to bring a gift back to Cersei and win her heart.  ",Narrow Sea,House Greyjoy (Euron-aligned),1
1321,7,2,Obara Sand,Euron Greyjoy,Spear,Polearm,"Killed during Euron’s attack on Yara’s fleet, which was partially Euron’s attempt to bring a gift back to Cersei and win her heart.  ",Narrow Sea,"House Martell, House Targaryen",3
1322,7,2,Greyjoy (Euron-aligned) soldier,Nymeria Sand,Knife,Blade,"Killed during Euron’s attack on Yara’s fleet, which was partially Euron’s attempt to bring a gift back to Cersei and win her heart.  ",Narrow Sea,House Greyjoy (Euron-aligned),1
1323,7,2,Nymeria Sand,Euron Greyjoy,Hands/Whip,Hands,"Killed during Euron’s attack on Yara’s fleet, which was partially Euron’s attempt to bring a gift back to Cersei and win her heart.  ",Narrow Sea,"House Martell, House Targaryen",3
1324,7,2,Greyjoy (Euron-aligned) soldier,Yara Greyjoy,Falling,Falling,"Killed during Euron’s attack on Yara’s fleet, which was partially Euron’s attempt to bring a gift back to Cersei and win her heart.  ",Narrow Sea,House Greyjoy (Euron-aligned),1
1325,7,2,Greyjoy (Yara-aligned) soldier,Euron Greyjoy,Axe,Axe,"Killed during Euron’s attack on Yara’s fleet, which was partially Euron’s attempt to bring a gift back to Cersei and win her heart.  ",Narrow Sea,House Greyjoy (Yara-aligned),1
1326,7,2,Greyjoy (Euron-aligned) soldier,Euron Greyjoy,Axe,Axe,"Killed during Euron’s attack on Yara’s fleet, which was partially Euron’s attempt to bring a gift back to Cersei and win her heart.  ",Narrow Sea,House Greyjoy (Yara-aligned),1
1327,7,2,Greyjoy (Euron-aligned) soldier,Theon Greyjoy,Sword,Blade,"Killed during Euron’s attack on Yara’s fleet, which was partially Euron’s attempt to bring a gift back to Cersei and win her heart.  ",Narrow Sea,House Greyjoy (Euron-aligned),1
1328,7,2,Greyjoy (Yara-aligned) soldier,Greyjoy (Euron-aligned) soldier,Sword,Blade,"Killed during Euron’s attack on Yara’s fleet, which was partially Euron’s attempt to bring a gift back to Cersei and win her heart.  ",Narrow Sea,House Greyjoy (Yara-aligned),1
1329,7,2,Greyjoy (Yara-aligned) soldier,Greyjoy (Euron-aligned) soldier,Knife,Blade,"Killed during Euron’s attack on Yara’s fleet, which was partially Euron’s attempt to bring a gift back to Cersei and win her heart.  ",Narrow Sea,House Greyjoy (Yara-aligned),1
1330,7,2,Greyjoy (Yara-aligned) soldier,Greyjoy (Euron-aligned) soldier,Knife,Blade,"Killed during Euron’s attack on Yara’s fleet, which was partially Euron’s attempt to bring a gift back to Cersei and win her heart.  ",Narrow Sea,House Greyjoy (Yara-aligned),1
1331,7,3,Tyene Sand,Cersei Lannister,Poison,Poison,"Revenge on Ellaria for killing Myrcella, Cersei’s daughter.",King’s Landing,"House Martell, House Targaryen",3
1332,7,3,Unsullied,Lannister soldier,Arrow,Arrow,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Targaryen,1
1333,7,3,Unsullied,Lannister soldier,Arrow,Arrow,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Targaryen,1
1334,7,3,Unsullied,Lannister soldier,Arrow,Arrow,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Targaryen,1
1335,7,3,Unsullied,Lannister soldier,Rock,Bludgeon,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Targaryen,1
1336,7,3,Unsullied,Lannister soldier,Rock,Bludgeon,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Targaryen,1
1337,7,3,Unsullied,Lannister soldier,Rock,Bludgeon,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Targaryen,1
1338,7,3,Unsullied,Lannister soldier,Rock,Bludgeon,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Targaryen,1
1339,7,3,Unsullied,Lannister soldier,Arrow,Arrow,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Targaryen,1
1340,7,3,Unsullied,Lannister soldier,Arrow,Arrow,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Targaryen,1
1341,7,3,Lannister soldier,Unsullied,Knife,Blade,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Lannister,1
1342,7,3,Lannister soldier,Unsullied,Falling,Falling,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Lannister,1
1343,7,3,Lannister soldier,Unsullied,Spear,Polearm,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Lannister,1
1344,7,3,Lannister soldier,Unsullied,Spear,Polearm,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Lannister,1
1345,7,3,Lannister soldier,Unsullied,Spear,Polearm,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Lannister,1
1346,7,3,Unsullied,Lannister soldier,Sword,Blade,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Targaryen,1
1347,7,3,Lannister soldier,Unsullied,Spear,Polearm,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Lannister,1
1348,7,3,Unsullied,Lannister soldier,Sword,Blade,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Targaryen,1
1349,7,3,Lannister soldier,Unsullied,Knife,Blade,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Lannister,1
1350,7,3,Unsullied,Lannister soldier,Sword,Blade,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Targaryen,1
1351,7,3,Lannister soldier,Grey Worm,Spear,Polearm,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Lannister,1
1352,7,3,Lannister soldier,Grey Worm,Spear,Polearm,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Lannister,1
1353,7,3,Lannister soldier,Grey Worm,Spear,Polearm,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Lannister,1
1354,7,3,Lannister soldier,Grey Worm,Spear,Polearm,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Lannister,1
1355,7,3,Lannister soldier,Grey Worm,Spear,Polearm,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Lannister,1
1356,7,3,Lannister soldier,Grey Worm,Spear,Polearm,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Lannister,1
1357,7,3,Lannister soldier,Grey Worm,Spear,Polearm,Killed during Daenerys Targaryen’s takeover of Casterly Rock.,Casterly Rock,House Lannister,1
1358,7,3,Olenna Tyrell,Jaime Lannister,Poison,Poison,Willingly drank the poison given to her by Jaime Lannister after Highgarden is sacked.,Highgarden,"House Tyrell, House Targaryen",4
1359,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1360,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1361,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1362,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1363,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1364,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1365,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1366,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1367,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1368,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1369,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1370,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1371,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1372,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1373,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1374,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1375,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1376,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1377,7,4,Horse,Lannister soldier,Spear,Polearm,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,None,1
1378,7,4,Dothraki rider,Lannister soldier,Crushing,Crushing,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Targaryen,1
1379,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1380,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1381,7,4,Lannister soldier,Dothraki rider,Crushing,Crushing,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1382,7,4,Dothraki rider,Lannister soldier,Crushing,Crushing,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Targaryen,1
1383,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1384,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1385,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1386,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1387,7,4,Lannister soldier,Dothraki rider,Arakh,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1388,7,4,Dothraki rider,Lannister soldier,Spear,Polearm,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Targaryen,1
1389,7,4,Lannister soldier,Dothraki rider,Arrow,Arrow,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1390,7,4,Lannister soldier,Dothraki rider,Arrow,Arrow,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1391,7,4,Lannister soldier,Dothraki rider,Arrow,Arrow,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1392,7,4,Dothraki rider,Lannister soldier,Arrow,Arrow,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Targaryen,1
1393,7,4,Dothraki rider,Lannister soldier,Arrow,Arrow,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Targaryen,1
1394,7,4,Dothraki rider,Lannister soldier,Arrow,Arrow,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Targaryen,1
1395,7,4,Dothraki rider,Lannister soldier,Sword,Blade,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Targaryen,1
1396,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1397,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1398,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1399,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1400,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1401,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1402,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1403,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1404,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
1405,7,4,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen and her Dothraki army ambushed the Lannister forces at the Battle of the Goldroad,Goldroad,House Lannister,1
